Date,Category,Amount,Type,UserType,TotalBudget
26-09-2021,Health & Fitness,326.39,Expense,family_moderate,15000
28-09-2021,Health & Fitness,254.23,Expense,family_moderate,15000
07-09-2021,Health & Fitness,423.07,Expense,family_moderate,15000
16-09-2021,Health & Fitness,510.7,Expense,family_moderate,15000
26-09-2021,Health & Fitness,275.8,Expense,family_moderate,15000
17-09-2021,Utilities,1709.35,Expense,family_moderate,15000
07-09-2021,Utilities,1153.82,Expense,family_moderate,15000
18-09-2021,Personal Care,220.91,Expense,family_moderate,15000
25-09-2021,Personal Care,174.27,Expense,family_moderate,15000
26-09-2021,Personal Care,207.03,Expense,family_moderate,15000
24-09-2021,Personal Care,262.95,Expense,family_moderate,15000
03-09-2021,Personal Care,243.5,Expense,family_moderate,15000
28-09-2021,Rent,980.97,Expense,family_moderate,15000
14-09-2021,Rent,1699.45,Expense,family_moderate,15000
24-09-2021,Rent,1192.88,Expense,family_moderate,15000
21-10-2021,Food & Drink,2330.01,Expense,family_moderate,15000
07-10-2021,Food & Drink,2432.81,Expense,family_moderate,15000
21-10-2021,Food & Drink,2216.57,Expense,family_moderate,15000
12-10-2021,Entertainment,936.12,Expense,family_moderate,15000
12-10-2021,Entertainment,1318.41,Expense,family_moderate,15000
11-10-2021,Travel,443.97,Expense,family_moderate,15000
11-10-2021,Travel,350.01,Expense,family_moderate,15000
18-10-2021,Travel,505.16,Expense,family_moderate,15000
05-10-2021,Travel,655.69,Expense,family_moderate,15000
04-10-2021,Health & Fitness,649.2,Expense,family_moderate,15000
08-10-2021,Health & Fitness,384.52,Expense,family_moderate,15000
09-10-2021,Health & Fitness,370.02,Expense,family_moderate,15000
04-10-2021,Health & Fitness,454.77,Expense,family_moderate,15000
19-10-2021,Utilities,2099.5,Expense,family_moderate,15000
10-10-2021,Utilities,2157.16,Expense,family_moderate,15000
23-10-2021,Personal Care,181.08,Expense,family_moderate,15000
21-10-2021,Personal Care,133.87,Expense,family_moderate,15000
27-10-2021,Personal Care,198.97,Expense,family_moderate,15000
19-10-2021,Personal Care,229.79,Expense,family_moderate,15000
16-10-2021,Personal Care,152.96,Expense,family_moderate,15000
07-10-2021,Rent,2325.28,Expense,family_moderate,15000
10-10-2021,Rent,1680.12,Expense,family_moderate,15000
19-11-2021,Food & Drink,1060.47,Expense,family_moderate,15000
23-11-2021,Food & Drink,1796.19,Expense,family_moderate,15000
14-11-2021,Food & Drink,1926.95,Expense,family_moderate,15000
24-11-2021,Food & Drink,1399.26,Expense,family_moderate,15000
06-11-2021,Entertainment,771.91,Expense,family_moderate,15000
10-11-2021,Entertainment,610.26,Expense,family_moderate,15000
06-11-2021,Entertainment,989.36,Expense,family_moderate,15000
05-11-2021,Travel,722.86,Expense,family_moderate,15000
12-11-2021,Travel,543.74,Expense,family_moderate,15000
22-11-2021,Travel,710.66,Expense,family_moderate,15000
08-11-2021,Travel,747.47,Expense,family_moderate,15000
06-11-2021,Health & Fitness,563.53,Expense,family_moderate,15000
12-11-2021,Health & Fitness,420.88,Expense,family_moderate,15000
28-11-2021,Health & Fitness,590.23,Expense,family_moderate,15000
08-11-2021,Health & Fitness,457.85,Expense,family_moderate,15000
03-11-2021,Utilities,766.2,Expense,family_moderate,15000
09-11-2021,Utilities,1489.81,Expense,family_moderate,15000
05-11-2021,Utilities,1606.33,Expense,family_moderate,15000
01-11-2021,Personal Care,178.55,Expense,family_moderate,15000
13-11-2021,Personal Care,210.86,Expense,family_moderate,15000
09-11-2021,Personal Care,322.09,Expense,family_moderate,15000
23-11-2021,Personal Care,252.23,Expense,family_moderate,15000
01-11-2021,Rent,592.75,Expense,family_moderate,15000
01-11-2021,Rent,939.91,Expense,family_moderate,15000
11-11-2021,Rent,961.28,Expense,family_moderate,15000
05-11-2021,Rent,530.69,Expense,family_moderate,15000
06-11-2021,Rent,896.86,Expense,family_moderate,15000
11-12-2021,Food & Drink,1722.14,Expense,family_moderate,15000
10-12-2021,Food & Drink,1376.13,Expense,family_moderate,15000
06-12-2021,Food & Drink,1994.74,Expense,family_moderate,15000
28-12-2021,Entertainment,744.17,Expense,family_moderate,15000
03-12-2021,Entertainment,687.29,Expense,family_moderate,15000
20-12-2021,Entertainment,815.74,Expense,family_moderate,15000
22-12-2021,Travel,427.58,Expense,family_moderate,15000
05-12-2021,Travel,866.77,Expense,family_moderate,15000
10-12-2021,Travel,721.0,Expense,family_moderate,15000
21-12-2021,Travel,791.92,Expense,family_moderate,15000
18-12-2021,Travel,782.98,Expense,family_moderate,15000
26-12-2021,Health & Fitness,1143.57,Expense,family_moderate,15000
19-12-2021,Health & Fitness,910.0,Expense,family_moderate,15000
07-12-2021,Utilities,682.2,Expense,family_moderate,15000
09-12-2021,Utilities,1209.1,Expense,family_moderate,15000
21-12-2021,Utilities,642.61,Expense,family_moderate,15000
10-12-2021,Utilities,1290.87,Expense,family_moderate,15000
18-12-2021,Personal Care,372.65,Expense,family_moderate,15000
21-12-2021,Personal Care,206.48,Expense,family_moderate,15000
23-12-2021,Personal Care,369.69,Expense,family_moderate,15000
27-12-2021,Rent,877.32,Expense,family_moderate,15000
15-12-2021,Rent,759.96,Expense,family_moderate,15000
19-12-2021,Rent,919.03,Expense,family_moderate,15000
16-12-2021,Rent,988.02,Expense,family_moderate,15000
28-12-2021,Rent,578.37,Expense,family_moderate,15000
17-01-2022,Food & Drink,3032.5,Expense,family_moderate,15000
03-01-2022,Food & Drink,2639.7,Expense,family_moderate,15000
01-01-2022,Entertainment,461.41,Expense,family_moderate,15000
04-01-2022,Entertainment,295.94,Expense,family_moderate,15000
24-01-2022,Entertainment,223.4,Expense,family_moderate,15000
27-01-2022,Travel,353.6,Expense,family_moderate,15000
16-01-2022,Travel,262.27,Expense,family_moderate,15000
17-01-2022,Travel,239.58,Expense,family_moderate,15000
16-01-2022,Travel,460.66,Expense,family_moderate,15000
01-01-2022,Health & Fitness,591.0,Expense,family_moderate,15000
25-01-2022,Health & Fitness,411.34,Expense,family_moderate,15000
10-01-2022,Health & Fitness,666.03,Expense,family_moderate,15000
20-01-2022,Health & Fitness,629.66,Expense,family_moderate,15000
27-01-2022,Health & Fitness,307.82,Expense,family_moderate,15000
10-01-2022,Utilities,1299.7,Expense,family_moderate,15000
03-01-2022,Utilities,995.55,Expense,family_moderate,15000
20-01-2022,Utilities,1113.33,Expense,family_moderate,15000
03-01-2022,Utilities,763.79,Expense,family_moderate,15000
08-01-2022,Personal Care,300.43,Expense,family_moderate,15000
09-01-2022,Personal Care,351.67,Expense,family_moderate,15000
01-01-2022,Personal Care,245.55,Expense,family_moderate,15000
26-01-2022,Rent,876.85,Expense,family_moderate,15000
24-01-2022,Rent,897.14,Expense,family_moderate,15000
15-01-2022,Rent,977.16,Expense,family_moderate,15000
12-01-2022,Rent,1000.79,Expense,family_moderate,15000
12-01-2022,Rent,933.72,Expense,family_moderate,15000
04-02-2022,Food & Drink,801.36,Expense,family_moderate,15000
05-02-2022,Food & Drink,935.94,Expense,family_moderate,15000
23-02-2022,Food & Drink,921.32,Expense,family_moderate,15000
19-02-2022,Food & Drink,1526.94,Expense,family_moderate,15000
26-02-2022,Entertainment,326.88,Expense,family_moderate,15000
02-02-2022,Entertainment,290.63,Expense,family_moderate,15000
03-02-2022,Entertainment,212.87,Expense,family_moderate,15000
21-02-2022,Entertainment,370.65,Expense,family_moderate,15000
02-02-2022,Travel,256.07,Expense,family_moderate,15000
09-02-2022,Travel,479.26,Expense,family_moderate,15000
19-02-2022,Travel,259.29,Expense,family_moderate,15000
09-02-2022,Travel,460.0,Expense,family_moderate,15000
08-02-2022,Health & Fitness,751.45,Expense,family_moderate,15000
14-02-2022,Health & Fitness,488.6,Expense,family_moderate,15000
03-02-2022,Health & Fitness,567.05,Expense,family_moderate,15000
28-02-2022,Utilities,1909.87,Expense,family_moderate,15000
01-02-2022,Utilities,1797.75,Expense,family_moderate,15000
07-02-2022,Personal Care,184.05,Expense,family_moderate,15000
10-02-2022,Personal Care,242.26,Expense,family_moderate,15000
25-02-2022,Personal Care,222.93,Expense,family_moderate,15000
08-02-2022,Personal Care,203.24,Expense,family_moderate,15000
22-02-2022,Personal Care,133.89,Expense,family_moderate,15000
18-02-2022,Rent,1616.97,Expense,family_moderate,15000
03-02-2022,Rent,1183.93,Expense,family_moderate,15000
09-02-2022,Rent,1440.97,Expense,family_moderate,15000
25-03-2022,Food & Drink,2306.22,Expense,family_moderate,15000
03-03-2022,Food & Drink,3366.56,Expense,family_moderate,15000
09-03-2022,Entertainment,265.91,Expense,family_moderate,15000
06-03-2022,Entertainment,334.66,Expense,family_moderate,15000
11-03-2022,Entertainment,324.47,Expense,family_moderate,15000
22-03-2022,Entertainment,251.98,Expense,family_moderate,15000
19-03-2022,Travel,1027.69,Expense,family_moderate,15000
26-03-2022,Travel,1067.57,Expense,family_moderate,15000
05-03-2022,Travel,690.04,Expense,family_moderate,15000
17-03-2022,Health & Fitness,756.93,Expense,family_moderate,15000
23-03-2022,Health & Fitness,780.55,Expense,family_moderate,15000
16-03-2022,Health & Fitness,580.74,Expense,family_moderate,15000
20-03-2022,Utilities,2085.8,Expense,family_moderate,15000
14-03-2022,Utilities,2468.09,Expense,family_moderate,15000
13-03-2022,Personal Care,266.67,Expense,family_moderate,15000
11-03-2022,Personal Care,257.46,Expense,family_moderate,15000
11-03-2022,Personal Care,139.17,Expense,family_moderate,15000
25-03-2022,Personal Care,236.95,Expense,family_moderate,15000
28-03-2022,Personal Care,168.23,Expense,family_moderate,15000
18-03-2022,Rent,1064.11,Expense,family_moderate,15000
01-03-2022,Rent,891.08,Expense,family_moderate,15000
02-03-2022,Rent,668.85,Expense,family_moderate,15000
23-03-2022,Rent,1187.14,Expense,family_moderate,15000
09-04-2022,Food & Drink,916.18,Expense,family_moderate,15000
11-04-2022,Food & Drink,1225.13,Expense,family_moderate,15000
20-04-2022,Food & Drink,1286.97,Expense,family_moderate,15000
20-04-2022,Food & Drink,812.56,Expense,family_moderate,15000
23-04-2022,Food & Drink,602.3,Expense,family_moderate,15000
18-04-2022,Entertainment,325.18,Expense,family_moderate,15000
09-04-2022,Entertainment,222.72,Expense,family_moderate,15000
05-04-2022,Entertainment,197.74,Expense,family_moderate,15000
22-04-2022,Entertainment,393.61,Expense,family_moderate,15000
26-04-2022,Entertainment,321.58,Expense,family_moderate,15000
21-04-2022,Travel,571.82,Expense,family_moderate,15000
06-04-2022,Travel,582.0,Expense,family_moderate,15000
24-04-2022,Travel,541.6,Expense,family_moderate,15000
14-04-2022,Travel,452.31,Expense,family_moderate,15000
02-04-2022,Health & Fitness,887.28,Expense,family_moderate,15000
07-04-2022,Health & Fitness,625.69,Expense,family_moderate,15000
10-04-2022,Health & Fitness,1050.79,Expense,family_moderate,15000
14-04-2022,Utilities,2520.63,Expense,family_moderate,15000
15-04-2022,Utilities,2390.34,Expense,family_moderate,15000
11-04-2022,Personal Care,234.45,Expense,family_moderate,15000
21-04-2022,Personal Care,163.94,Expense,family_moderate,15000
07-04-2022,Personal Care,317.06,Expense,family_moderate,15000
01-04-2022,Personal Care,289.31,Expense,family_moderate,15000
01-04-2022,Rent,864.69,Expense,family_moderate,15000
26-04-2022,Rent,1011.43,Expense,family_moderate,15000
09-04-2022,Rent,1266.41,Expense,family_moderate,15000
08-04-2022,Rent,1022.09,Expense,family_moderate,15000
24-05-2022,Food & Drink,1638.25,Expense,family_moderate,15000
27-05-2022,Food & Drink,1215.65,Expense,family_moderate,15000
12-05-2022,Food & Drink,1167.45,Expense,family_moderate,15000
22-05-2022,Food & Drink,861.97,Expense,family_moderate,15000
24-05-2022,Entertainment,463.17,Expense,family_moderate,15000
22-05-2022,Entertainment,393.65,Expense,family_moderate,15000
04-05-2022,Entertainment,255.02,Expense,family_moderate,15000
19-05-2022,Entertainment,444.86,Expense,family_moderate,15000
15-05-2022,Travel,334.17,Expense,family_moderate,15000
04-05-2022,Travel,638.72,Expense,family_moderate,15000
07-05-2022,Travel,310.02,Expense,family_moderate,15000
28-05-2022,Travel,518.59,Expense,family_moderate,15000
17-05-2022,Travel,575.92,Expense,family_moderate,15000
04-05-2022,Health & Fitness,627.35,Expense,family_moderate,15000
27-05-2022,Health & Fitness,944.9,Expense,family_moderate,15000
15-05-2022,Health & Fitness,1117.73,Expense,family_moderate,15000
25-05-2022,Utilities,2463.57,Expense,family_moderate,15000
17-05-2022,Utilities,2066.17,Expense,family_moderate,15000
01-05-2022,Personal Care,366.9,Expense,family_moderate,15000
10-05-2022,Personal Care,236.29,Expense,family_moderate,15000
18-05-2022,Personal Care,405.95,Expense,family_moderate,15000
13-05-2022,Rent,935.01,Expense,family_moderate,15000
13-05-2022,Rent,964.45,Expense,family_moderate,15000
19-05-2022,Rent,1529.49,Expense,family_moderate,15000
21-06-2022,Food & Drink,2708.86,Expense,family_moderate,15000
18-06-2022,Food & Drink,2080.66,Expense,family_moderate,15000
16-06-2022,Entertainment,406.27,Expense,family_moderate,15000
12-06-2022,Entertainment,690.63,Expense,family_moderate,15000
23-06-2022,Entertainment,364.93,Expense,family_moderate,15000
11-06-2022,Travel,839.18,Expense,family_moderate,15000
01-06-2022,Travel,1163.25,Expense,family_moderate,15000
25-06-2022,Travel,712.73,Expense,family_moderate,15000
21-06-2022,Health & Fitness,413.09,Expense,family_moderate,15000
19-06-2022,Health & Fitness,603.49,Expense,family_moderate,15000
03-06-2022,Health & Fitness,676.58,Expense,family_moderate,15000
01-06-2022,Health & Fitness,650.35,Expense,family_moderate,15000
04-06-2022,Utilities,536.82,Expense,family_moderate,15000
21-06-2022,Utilities,652.52,Expense,family_moderate,15000
21-06-2022,Utilities,858.28,Expense,family_moderate,15000
26-06-2022,Utilities,613.46,Expense,family_moderate,15000
04-06-2022,Utilities,638.89,Expense,family_moderate,15000
08-06-2022,Personal Care,273.32,Expense,family_moderate,15000
03-06-2022,Personal Care,290.19,Expense,family_moderate,15000
04-06-2022,Personal Care,194.22,Expense,family_moderate,15000
25-06-2022,Personal Care,227.59,Expense,family_moderate,15000
22-06-2022,Rent,675.85,Expense,family_moderate,15000
14-06-2022,Rent,986.21,Expense,family_moderate,15000
25-06-2022,Rent,728.82,Expense,family_moderate,15000
04-06-2022,Rent,640.22,Expense,family_moderate,15000
07-06-2022,Rent,557.43,Expense,family_moderate,15000
13-07-2022,Food & Drink,1233.35,Expense,family_moderate,15000
27-07-2022,Food & Drink,772.05,Expense,family_moderate,15000
20-07-2022,Food & Drink,1346.1,Expense,family_moderate,15000
12-07-2022,Food & Drink,840.35,Expense,family_moderate,15000
04-07-2022,Food & Drink,933.29,Expense,family_moderate,15000
08-07-2022,Entertainment,362.61,Expense,family_moderate,15000
19-07-2022,Entertainment,455.15,Expense,family_moderate,15000
12-07-2022,Entertainment,307.81,Expense,family_moderate,15000
06-07-2022,Entertainment,340.72,Expense,family_moderate,15000
26-07-2022,Travel,1248.31,Expense,family_moderate,15000
28-07-2022,Travel,726.69,Expense,family_moderate,15000
10-07-2022,Travel,967.84,Expense,family_moderate,15000
01-07-2022,Health & Fitness,546.06,Expense,family_moderate,15000
02-07-2022,Health & Fitness,674.94,Expense,family_moderate,15000
08-07-2022,Health & Fitness,664.83,Expense,family_moderate,15000
04-07-2022,Health & Fitness,382.81,Expense,family_moderate,15000
14-07-2022,Utilities,1272.38,Expense,family_moderate,15000
01-07-2022,Utilities,689.04,Expense,family_moderate,15000
07-07-2022,Utilities,737.23,Expense,family_moderate,15000
15-07-2022,Utilities,940.2,Expense,family_moderate,15000
08-07-2022,Personal Care,410.33,Expense,family_moderate,15000
28-07-2022,Personal Care,340.59,Expense,family_moderate,15000
21-07-2022,Rent,1317.95,Expense,family_moderate,15000
25-07-2022,Rent,2189.66,Expense,family_moderate,15000
20-08-2022,Food & Drink,2944.72,Expense,family_moderate,15000
08-08-2022,Food & Drink,2710.11,Expense,family_moderate,15000
02-08-2022,Entertainment,1030.09,Expense,family_moderate,15000
08-08-2022,Entertainment,961.86,Expense,family_moderate,15000
15-08-2022,Travel,1487.41,Expense,family_moderate,15000
17-08-2022,Travel,1610.05,Expense,family_moderate,15000
21-08-2022,Travel,852.42,Expense,family_moderate,15000
15-08-2022,Health & Fitness,520.85,Expense,family_moderate,15000
18-08-2022,Health & Fitness,466.98,Expense,family_moderate,15000
02-08-2022,Health & Fitness,526.82,Expense,family_moderate,15000
15-08-2022,Utilities,608.68,Expense,family_moderate,15000
18-08-2022,Utilities,985.48,Expense,family_moderate,15000
21-08-2022,Utilities,865.14,Expense,family_moderate,15000
26-08-2022,Utilities,977.99,Expense,family_moderate,15000
14-08-2022,Utilities,643.61,Expense,family_moderate,15000
08-08-2022,Personal Care,211.66,Expense,family_moderate,15000
08-08-2022,Personal Care,197.58,Expense,family_moderate,15000
09-08-2022,Personal Care,277.35,Expense,family_moderate,15000
27-08-2022,Personal Care,254.53,Expense,family_moderate,15000
11-08-2022,Rent,820.41,Expense,family_moderate,15000
15-08-2022,Rent,1116.14,Expense,family_moderate,15000
02-08-2022,Rent,607.96,Expense,family_moderate,15000
17-08-2022,Rent,1169.82,Expense,family_moderate,15000
24-09-2022,Food & Drink,866.12,Expense,family_moderate,15000
24-09-2022,Food & Drink,1304.93,Expense,family_moderate,15000
23-09-2022,Food & Drink,1028.79,Expense,family_moderate,15000
11-09-2022,Food & Drink,803.1,Expense,family_moderate,15000
07-09-2022,Entertainment,913.24,Expense,family_moderate,15000
16-09-2022,Entertainment,829.14,Expense,family_moderate,15000
02-09-2022,Travel,421.44,Expense,family_moderate,15000
05-09-2022,Travel,442.48,Expense,family_moderate,15000
02-09-2022,Travel,576.99,Expense,family_moderate,15000
14-09-2022,Travel,430.95,Expense,family_moderate,15000
06-09-2022,Travel,486.13,Expense,family_moderate,15000
14-09-2022,Health & Fitness,414.15,Expense,family_moderate,15000
12-09-2022,Health & Fitness,580.74,Expense,family_moderate,15000
17-09-2022,Health & Fitness,511.35,Expense,family_moderate,15000
14-09-2022,Health & Fitness,420.4,Expense,family_moderate,15000
20-09-2022,Utilities,2543.66,Expense,family_moderate,15000
02-09-2022,Utilities,1332.98,Expense,family_moderate,15000
14-09-2022,Personal Care,227.09,Expense,family_moderate,15000
02-09-2022,Personal Care,170.16,Expense,family_moderate,15000
08-09-2022,Personal Care,217.72,Expense,family_moderate,15000
06-09-2022,Personal Care,263.85,Expense,family_moderate,15000
17-09-2022,Personal Care,239.14,Expense,family_moderate,15000
07-09-2022,Rent,626.58,Expense,family_moderate,15000
02-09-2022,Rent,1246.22,Expense,family_moderate,15000
13-09-2022,Rent,1268.83,Expense,family_moderate,15000
24-09-2022,Rent,659.27,Expense,family_moderate,15000
01-10-2022,Food & Drink,2455.2,Expense,family_moderate,15000
28-10-2022,Food & Drink,1534.78,Expense,family_moderate,15000
06-10-2022,Food & Drink,2337.04,Expense,family_moderate,15000
28-10-2022,Entertainment,1402.4,Expense,family_moderate,15000
10-10-2022,Entertainment,1442.9,Expense,family_moderate,15000
07-10-2022,Travel,541.49,Expense,family_moderate,15000
18-10-2022,Travel,1041.49,Expense,family_moderate,15000
17-10-2022,Travel,645.29,Expense,family_moderate,15000
24-10-2022,Health & Fitness,464.9,Expense,family_moderate,15000
09-10-2022,Health & Fitness,432.04,Expense,family_moderate,15000
12-10-2022,Health & Fitness,423.29,Expense,family_moderate,15000
13-10-2022,Health & Fitness,355.85,Expense,family_moderate,15000
26-10-2022,Health & Fitness,553.57,Expense,family_moderate,15000
15-10-2022,Utilities,1108.27,Expense,family_moderate,15000
17-10-2022,Utilities,660.83,Expense,family_moderate,15000
17-10-2022,Utilities,1042.79,Expense,family_moderate,15000
06-10-2022,Utilities,1091.41,Expense,family_moderate,15000
03-10-2022,Utilities,1023.27,Expense,family_moderate,15000
25-10-2022,Personal Care,618.99,Expense,family_moderate,15000
13-10-2022,Personal Care,556.25,Expense,family_moderate,15000
07-10-2022,Rent,846.3,Expense,family_moderate,15000
01-10-2022,Rent,1280.17,Expense,family_moderate,15000
14-10-2022,Rent,630.18,Expense,family_moderate,15000
24-10-2022,Rent,623.91,Expense,family_moderate,15000
28-11-2022,Food & Drink,1575.04,Expense,family_moderate,15000
06-11-2022,Food & Drink,1247.56,Expense,family_moderate,15000
19-11-2022,Food & Drink,1201.54,Expense,family_moderate,15000
24-11-2022,Food & Drink,997.04,Expense,family_moderate,15000
04-11-2022,Food & Drink,1089.07,Expense,family_moderate,15000
15-11-2022,Entertainment,560.95,Expense,family_moderate,15000
09-11-2022,Entertainment,474.96,Expense,family_moderate,15000
19-11-2022,Entertainment,434.44,Expense,family_moderate,15000
25-11-2022,Entertainment,510.73,Expense,family_moderate,15000
24-11-2022,Entertainment,596.02,Expense,family_moderate,15000
02-11-2022,Travel,776.33,Expense,family_moderate,15000
26-11-2022,Travel,969.54,Expense,family_moderate,15000
09-11-2022,Travel,970.81,Expense,family_moderate,15000
17-11-2022,Health & Fitness,832.8,Expense,family_moderate,15000
25-11-2022,Health & Fitness,1284.04,Expense,family_moderate,15000
02-11-2022,Utilities,812.4,Expense,family_moderate,15000
03-11-2022,Utilities,850.44,Expense,family_moderate,15000
11-11-2022,Utilities,572.99,Expense,family_moderate,15000
20-11-2022,Utilities,855.69,Expense,family_moderate,15000
15-11-2022,Utilities,584.32,Expense,family_moderate,15000
28-11-2022,Personal Care,161.59,Expense,family_moderate,15000
05-11-2022,Personal Care,142.03,Expense,family_moderate,15000
05-11-2022,Personal Care,208.27,Expense,family_moderate,15000
19-11-2022,Personal Care,231.04,Expense,family_moderate,15000
03-11-2022,Personal Care,184.87,Expense,family_moderate,15000
09-11-2022,Rent,1082.81,Expense,family_moderate,15000
06-11-2022,Rent,670.21,Expense,family_moderate,15000
04-11-2022,Rent,998.05,Expense,family_moderate,15000
09-11-2022,Rent,869.98,Expense,family_moderate,15000
06-12-2022,Food & Drink,3687.95,Expense,family_moderate,15000
03-12-2022,Food & Drink,3856.95,Expense,family_moderate,15000
12-12-2022,Entertainment,495.24,Expense,family_moderate,15000
03-12-2022,Entertainment,496.74,Expense,family_moderate,15000
05-12-2022,Entertainment,478.39,Expense,family_moderate,15000
13-12-2022,Entertainment,579.88,Expense,family_moderate,15000
08-12-2022,Entertainment,403.06,Expense,family_moderate,15000
24-12-2022,Travel,905.39,Expense,family_moderate,15000
15-12-2022,Travel,591.62,Expense,family_moderate,15000
15-12-2022,Travel,980.39,Expense,family_moderate,15000
16-12-2022,Travel,919.74,Expense,family_moderate,15000
20-12-2022,Travel,809.21,Expense,family_moderate,15000
25-12-2022,Health & Fitness,356.86,Expense,family_moderate,15000
03-12-2022,Health & Fitness,363.24,Expense,family_moderate,15000
16-12-2022,Health & Fitness,376.49,Expense,family_moderate,15000
24-12-2022,Health & Fitness,463.03,Expense,family_moderate,15000
16-12-2022,Utilities,915.25,Expense,family_moderate,15000
12-12-2022,Utilities,1275.28,Expense,family_moderate,15000
28-12-2022,Utilities,1347.28,Expense,family_moderate,15000
27-12-2022,Utilities,911.63,Expense,family_moderate,15000
14-12-2022,Personal Care,124.38,Expense,family_moderate,15000
15-12-2022,Personal Care,198.73,Expense,family_moderate,15000
12-12-2022,Personal Care,269.33,Expense,family_moderate,15000
19-12-2022,Personal Care,144.98,Expense,family_moderate,15000
03-12-2022,Personal Care,160.18,Expense,family_moderate,15000
10-12-2022,Rent,1107.86,Expense,family_moderate,15000
02-12-2022,Rent,1052.43,Expense,family_moderate,15000
27-12-2022,Rent,926.32,Expense,family_moderate,15000
10-12-2022,Food & Drink,1820.97,Expense,family_moderate,15000
21-12-2022,Food & Drink,4106.79,Expense,family_moderate,15000
13-12-2022,Entertainment,468.85,Expense,family_moderate,15000
25-12-2022,Entertainment,677.8,Expense,family_moderate,15000
03-12-2022,Entertainment,622.84,Expense,family_moderate,15000
05-12-2022,Entertainment,764.17,Expense,family_moderate,15000
22-12-2022,Travel,811.77,Expense,family_moderate,15000
17-12-2022,Travel,806.92,Expense,family_moderate,15000
26-12-2022,Travel,680.42,Expense,family_moderate,15000
28-12-2022,Travel,822.38,Expense,family_moderate,15000
24-12-2022,Health & Fitness,319.77,Expense,family_moderate,15000
27-12-2022,Health & Fitness,436.87,Expense,family_moderate,15000
10-12-2022,Health & Fitness,379.35,Expense,family_moderate,15000
24-12-2022,Health & Fitness,594.63,Expense,family_moderate,15000
11-12-2022,Utilities,653.48,Expense,family_moderate,15000
23-12-2022,Utilities,1125.16,Expense,family_moderate,15000
03-12-2022,Utilities,1095.52,Expense,family_moderate,15000
14-12-2022,Utilities,548.84,Expense,family_moderate,15000
01-12-2022,Utilities,1045.43,Expense,family_moderate,15000
07-12-2022,Personal Care,365.85,Expense,family_moderate,15000
04-12-2022,Personal Care,454.35,Expense,family_moderate,15000
20-12-2022,Rent,1709.18,Expense,family_moderate,15000
08-12-2022,Rent,1651.82,Expense,family_moderate,15000
16-01-2023,Food & Drink,1248.09,Expense,family_moderate,15000
02-01-2023,Food & Drink,1326.48,Expense,family_moderate,15000
24-01-2023,Food & Drink,1167.51,Expense,family_moderate,15000
05-01-2023,Entertainment,345.94,Expense,family_moderate,15000
21-01-2023,Entertainment,286.42,Expense,family_moderate,15000
21-01-2023,Entertainment,316.33,Expense,family_moderate,15000
15-01-2023,Travel,625.02,Expense,family_moderate,15000
20-01-2023,Travel,711.06,Expense,family_moderate,15000
02-01-2023,Health & Fitness,934.45,Expense,family_moderate,15000
02-01-2023,Health & Fitness,1128.65,Expense,family_moderate,15000
12-01-2023,Health & Fitness,740.9,Expense,family_moderate,15000
12-01-2023,Utilities,985.63,Expense,family_moderate,15000
03-01-2023,Utilities,1053.7,Expense,family_moderate,15000
17-01-2023,Utilities,925.94,Expense,family_moderate,15000
16-01-2023,Utilities,868.78,Expense,family_moderate,15000
23-01-2023,Personal Care,283.98,Expense,family_moderate,15000
02-01-2023,Personal Care,227.7,Expense,family_moderate,15000
12-01-2023,Personal Care,197.65,Expense,family_moderate,15000
22-01-2023,Personal Care,352.53,Expense,family_moderate,15000
22-01-2023,Rent,1381.69,Expense,family_moderate,15000
02-01-2023,Rent,1157.9,Expense,family_moderate,15000
20-01-2023,Rent,1088.28,Expense,family_moderate,15000
22-03-2023,Food & Drink,1085.24,Expense,family_moderate,15000
07-03-2023,Food & Drink,1377.08,Expense,family_moderate,15000
14-03-2023,Food & Drink,1128.06,Expense,family_moderate,15000
23-03-2023,Food & Drink,1351.44,Expense,family_moderate,15000
21-03-2023,Food & Drink,705.16,Expense,family_moderate,15000
22-03-2023,Entertainment,1069.34,Expense,family_moderate,15000
21-03-2023,Entertainment,676.56,Expense,family_moderate,15000
02-03-2023,Travel,417.34,Expense,family_moderate,15000
18-03-2023,Travel,565.08,Expense,family_moderate,15000
04-03-2023,Travel,348.73,Expense,family_moderate,15000
25-03-2023,Travel,671.91,Expense,family_moderate,15000
15-03-2023,Travel,440.36,Expense,family_moderate,15000
22-03-2023,Health & Fitness,779.97,Expense,family_moderate,15000
26-03-2023,Health & Fitness,576.76,Expense,family_moderate,15000
07-03-2023,Health & Fitness,890.85,Expense,family_moderate,15000
10-03-2023,Utilities,1028.54,Expense,family_moderate,15000
13-03-2023,Utilities,637.59,Expense,family_moderate,15000
03-03-2023,Utilities,887.29,Expense,family_moderate,15000
26-03-2023,Utilities,805.26,Expense,family_moderate,15000
01-03-2023,Utilities,843.43,Expense,family_moderate,15000
19-03-2023,Personal Care,539.7,Expense,family_moderate,15000
22-03-2023,Personal Care,691.09,Expense,family_moderate,15000
20-03-2023,Rent,1323.61,Expense,family_moderate,15000
12-03-2023,Rent,1290.51,Expense,family_moderate,15000
23-03-2023,Rent,1293.61,Expense,family_moderate,15000
19-03-2023,Food & Drink,1835.98,Expense,family_moderate,15000
13-03-2023,Food & Drink,2065.33,Expense,family_moderate,15000
